17.72336227 11.53987255
23.53153708 16.56917051
12.81243205 7.217759954
25.79611665 2.360327302
1.339993096 8.811294192
8.30384898 29.65574893
14.00146548 14.16366707
3.583306708 17.3803847
6.675475297 0.9873052054
7.72761541 6.091505362
17.05406474 5.405457107
0.3983472473 7.320704054
6.410270705 3.571826644
16.1882555 15.31916535
8.041800319 19.81831531
29.2766315 11.5511199
24.88130999 18.73109493
10.72273137 18.43551666
7.266243159 0.4807061502
4.9685254 9.625169228
17.39516291 21.47473738
13.49669143 13.10730671
27.3899326 6.247753899
5.753604158 10.15560136
0.2117386823 15.16599878
1.733915838 6.960953137
24.58182155 12.94452551
28.52634833 17.43737641
25.56528409 8.89922673
16.20378812 7.762266061
20.88053698 25.65706084
17.5394779 4.613929957
14.70357297 21.88960854
9.574529539 10.31502509
13.99752141 6.361273934
26.73440173 1.694470154
16.81845863 6.406903515
22.92750968 23.88639937
14.82354162 7.102158567
8.62963589 26.26838432
21.06853743 13.45398067
9.371131606 11.24537989
15.47357965 24.06113876
30.80026513 6.091939078
9.760256843 28.22836411
25.50632081 13.19473287
5.971097091 8.55601275
20.44190191 14.45081649
17.91505797 30.14449518
27.52945104 21.44301784
5.996377058 28.45783864
25.71133051 24.42316912
16.39803404 1.450153567
3.802997289 16.511263
5.545376603 15.03617808
30.96442754 22.27927905
4.627477234 23.27017852
13.69765672 16.02028286
16.09583482 11.22823629
2.796727849 16.36646405
22.54702538 3.334380456
19.06120949 7.95431251
3.936437251 24.92113509
14.02469518 9.058371853
20.08064193 15.34734678
13.85545066 1.283168376
22.53964365 11.80013353
23.0497392 25.60968613
29.21262245 26.40604005
19.40041223 16.65026506
19.21872189 4.127561168
19.46132067 14.28225135
1.23846079 2.681161255
15.96804334 5.33096183
22.38988108 22.8132524
24.7163912 8.826091572
1.368540191 23.45215484
23.96931345 17.98536852
1.113930228 24.31774952
2.627520331 25.78096424
27.93358074 14.42481814
14.66077756 20.8174973
10.9419717 27.34448164
21.45846135 24.92609777
29.96639959 25.78893291
11.43490248 22.9073025
9.492470242 22.69518008
18.2873313 28.89254557
19.22109803 1.119091445
9.470496639 15.74402665
11.49260464 8.017297359
5.604592617 7.866966621
9.075843666 16.42289503
28.58552277 1.916368359
11.27271637 21.74505648
1.367292916 30.99511244
28.73267579 8.859631264
22.98624759 27.77984147
20.92091386 29.38655511
28.51292797 13.50404104
27.09123366 30.64534737
11.37106554 0.8612542838
3.452975726 28.2718719
24.84940548 14.13404673
10.74118159 11.2352126
18.0702138 7.143709232
27.9907698 8.983288467
5.320713593 12.26661351
6.210865994 1.906656219
1.024428644 30.24165322
19.84158326 21.39491311
0.05465948356 6.373969947
10.39904371 22.47221881
3.676872987 4.587941051
11.6372015 26.7375204
26.49890515 23.73660993
24.65122185 17.45391003
12.15104564 24.40628833
14.33505962 18.60057583
17.75288165 17.14236486
9.518953758 26.92158381
21.62320256 8.400988957
22.62054325 24.84171511
14.78665483 4.235715691
7.261520302 11.03534999
22.46905742 14.50181426
2.105721441 9.571121407
16.75124572 22.86257884
10.04222765 11.79577072
23.04512926 17.03577943
3.665478927 24.04774028
